shot_00.shot	cue=white	aim=8.8	speed=3.38	eng=+46	fol=-11	cue_rms=129	obj_rms=346	pen=0.00	x02@0.46 r2+x@0.88 r0+y@1.26 r0+x@1.45 r2-y@2.87 r0-y@3.26 r2-x@4.54 x01@4.95 r0-x@6.48 r1+y@7.89
shot_01.shot	cue=white	aim=3.7	speed=3.24	eng=+4	fol=-1	cue_rms=108	obj_rms=225	pen=0.00	x02@0.54 r2+y@0.82 r0+x@1.03 r2+x@1.60 r0-y@2.25 r2-y@3.75 r0-x@4.37 x01@5.70 r1+y@5.83 x01@5.98
shot_02.shot	cue=white	aim=330.4	speed=2.42	eng=+41	fol=+12	cue_rms=216	obj_rms=283	pen=0.02	x02@0.14 r2-y@1.33 r0+x@1.42 r0-y@3.37 r2+y@4.47 r0-x@4.91 x01@7.12 r1+y@7.38 r0+y@7.61
shot_03.shot	cue=white	aim=269.9	speed=1.93	eng=+39	fol=-0	cue_rms=65	obj_rms=99	pen=0.00	x02@0.29 r2-y@1.05 r0-y@1.28 r0-x@3.06 r2+x@4.10 r0+y@4.86 r2+y@5.04
shot_04.shot	cue=yellow	aim=312.7	speed=4.07	eng=-10	fol=-2	cue_rms=152	obj_rms=164	pen=0.00	x01@0.31 r0-y@0.48 r1+x@0.97 r0+y@1.32 r0-y@2.79 r1-x@4.66 r0+x@5.15 r0+y@5.88
shot_05.shot	cue=yellow	aim=353.1	speed=1.30	eng=-14	fol=+19	cue_rms=265	obj_rms=2	pen=0.00	r0+x@0.10 r0-x@5.28
shot_06.shot	cue=yellow	aim=234.6	speed=3.78	eng=-0	fol=+16	cue_rms=80	obj_rms=79	pen=0.00	x02@0.31 r2-y@0.39 r0-y@0.75 r2+y@1.27 r0-x@1.59 r2-y@2.77 r0+y@3.26 x01@4.43 r1+x@5.09 r2+y@5.91 r0+x@7.24
shot_07.shot	cue=white	aim=133.6	speed=6.45	eng=-0	fol=-3	cue_rms=775	obj_rms=1173	pen=3.10	r0+y@0.28 r0-y@0.67 x02@0.77 r2-x@0.99 r2+y@1.54 r0+y@3.35 r2-y@3.68 x12@4.09 r1+x@4.43 r2+x@5.08
shot_08.shot	cue=white	aim=289.5	speed=1.71	eng=-34	fol=+37	cue_rms=713	obj_rms=482	pen=0.30	r0-y@0.60 r0+x@1.22 r0+y@2.04 x02@2.80
shot_09.shot	cue=yellow	aim=184.1	speed=3.61	eng=+10	fol=-11	cue_rms=159	obj_rms=214	pen=0.05	x02@0.36 r2-x@0.43 x02@0.49 r2-y@1.43 r0+x@2.26 r0-x@6.02
shot_10.shot	cue=white	aim=167.2	speed=4.00	eng=-17	fol=+33	cue_rms=152	obj_rms=188	pen=0.02	x02@0.10 r0-x@0.15 r2-x@0.29 r0-y@0.49 r2+y@0.83 r0+x@1.73 r0+y@2.40 r2-y@3.11 r0-x@4.88 r0-y@4.98 x02@7.24 r2+y@9.80
shot_100.shot	cue=yellow	aim=138.6	speed=4.37	eng=-27	fol=+27	cue_rms=88	obj_rms=135	pen=0.02	x01@0.16 r1+y@0.54 r1-x@1.15 r0+y@1.19 r1-y@1.64 r0-x@2.77 r0-y@3.46 r1+y@3.54 x12@4.02 r2+x@4.17 x12@4.31 r0+y@7.15 x01@8.22 r0+x@8.76
shot_102.shot	cue=yellow	aim=284.2	speed=5.18	eng=-6	fol=-7	cue_rms=176	obj_rms=1175	pen=0.85	x01@0.04 r1+x@0.08 r1-y@0.27 x12@0.42 r2+y@0.73 r2-y@1.55 x12@2.50 r1+y@3.01 x12@3.20
shot_103.shot	cue=yellow	aim=256.0	speed=2.59	eng=+28	fol=+4	cue_rms=109	obj_rms=111	pen=0.00	x01@0.26 r1+x@0.77 r0-y@0.96 r1-y@1.00 r0-x@2.55 r0+y@3.10 r1+y@5.54 r0-y@6.58 r0+x@7.75
shot_104.shot	cue=white	aim=222.1	speed=5.93	eng=-35	fol=+0	cue_rms=297	obj_rms=615	pen=0.00	x02@0.04 r2-y@0.26 r0-x@0.49 r2+y@0.70 r2-y@1.44 r0-y@2.08 r0+x@2.29 x01@2.68 r2+y@2.75 r1+y@4.84 r2-y@5.32 r1-x@8.35
shot_105.shot	cue=white	aim=191.1	speed=4.82	eng=+37	fol=+1	cue_rms=158	obj_rms=120	pen=0.00	x02@0.22 r0-y@0.52 r2-x@0.65 r0-x@0.74 r2+y@0.79 r0+y@1.46 r0+x@2.76 r0-y@2.95 r2+x@3.63 r2-y@4.21 r0+y@5.24 r0-x@6.65 x01@7.02 r2+y@10.06
shot_106.shot	cue=white	aim=2.0	speed=2.26	eng=-2	fol=+20	cue_rms=82	obj_rms=122	pen=0.00	x01@0.10 r1+y@0.75 r0-y@1.49 r0+x@1.96 r1-y@4.93 r0+y@6.34 r0-x@7.04
shot_107.shot	cue=yellow	aim=0.3	speed=1.42	eng=+0	fol=-26	cue_rms=189	obj_rms=678	pen=0.70	r0+x@0.34
shot_108.shot	cue=yellow	aim=352.9	speed=1.68	eng=+44	fol=+23	cue_rms=154	obj_rms=136	pen=0.00	x01@0.20 r0+x@0.27 r1+x@0.29 r0-y@0.53 r0+y@3.29 r1+y@4.36 r0-x@5.19
shot_109.shot	cue=white	aim=310.3	speed=2.82	eng=+33	fol=+37	cue_rms=130	obj_rms=228	pen=0.00	r0+x@0.48 r0-y@0.63 r0+y@1.63 x01@2.38 x02@2.91 r2-x@3.81 r1-y@3.86 r0-x@3.92 r1-x@5.41
shot_110.shot	cue=white	aim=20.8	speed=4.34	eng=-49	fol=-3	cue_rms=472	obj_rms=336	pen=0.30	x02@0.10 r2+y@0.31 r0+x@1.07 r2-y@1.35 r2+y@3.20 r0-x@3.53 x01@3.72 r2-y@8.42
shot_111.shot	cue=yellow	aim=5.7	speed=3.99	eng=+17	fol=+17	cue_rms=243	obj_rms=226	pen=0.00	x01@0.68 r0+x@0.84 r1+x@0.90 r1+y@1.01 x02@1.20 r0-y@1.42 x02@1.83 r2-x@3.92 r1-y@3.95 r2+y@4.25 r0+y@4.48 x02@4.85 r1-x@6.80
shot_112.shot	cue=white	aim=339.6	speed=4.37	eng=+0	fol=+0	cue_rms=280	obj_rms=154	pen=0.07	r0-y@0.51 r0+x@0.65 x01@2.07 r0+y@2.25 r0-x@2.40 x01@2.74 r0-y@4.12 r0+x@6.59 r0+y@7.41
shot_113.shot	cue=yellow	aim=320.4	speed=1.49	eng=+30	fol=+40	cue_rms=354	obj_rms=805	pen=1.42	x01@0.52 r0-y@1.38 r1-y@2.16 r1+x@2.46 x01@8.13
shot_114.shot	cue=white	aim=173.8	speed=3.80	eng=-34	fol=+17	cue_rms=126	obj_rms=3	pen=0.00	r0-x@0.31 r0-y@1.38 r0+x@1.63 r0-x@4.30 r0+y@4.45
shot_115.shot	cue=yellow	aim=19.7	speed=2.48	eng=+27	fol=+22	cue_rms=254	obj_rms=279	pen=1.40	x01@1.01 r0+x@1.23 r0+y@1.58 r1+x@1.67 r1-y@4.97 r0-x@5.99 r0-y@6.76
shot_116.shot	cue=white	aim=9.2	speed=2.63	eng=+36	fol=+35	cue_rms=254	obj_rms=266	pen=0.02	x01@0.39 r1-y@0.78 r1+x@1.03 r0+x@1.10 r0+y@1.72 r1+y@4.15 r1-x@6.95 x12@7.90
shot_117.shot	cue=yellow	aim=349.9	speed=2.09	eng=+18	fol=+44	cue_rms=209	obj_rms=428	pen=0.00	x01@0.10 r0-y@0.14 r0+x@1.98 r0+y@2.57 r1+y@2.79 r0-x@7.52 r0-y@9.13
shot_118.shot	cue=white	aim=169.4	speed=5.14	eng=-11	fol=-12	cue_rms=240	obj_rms=433	pen=0.33	x02@0.48 r0-x@0.56 r2-x@0.74 r2+y@0.93 r0-y@1.03 r0+x@2.02 r0+y@2.85 r2-y@2.94 r0-x@4.81 r0-y@5.29 x01@5.64 r0+y@9.03
shot_119.shot	cue=yellow	aim=20.0	speed=3.10	eng=+20	fol=+20	cue_rms=200	obj_rms=267	pen=0.35	x02@0.48 r0+x@1.01 r2+y@1.06 r0-y@2.34 r0-x@3.15 r2-y@3.59 r0+y@6.23 x01@7.92 r1+x@8.25 r0+x@8.87
shot_120.shot	cue=white	aim=195.4	speed=5.24	eng=-33	fol=-0	cue_rms=94	obj_rms=530	pen=0.00	x01@0.12 r1-y@0.44 r0+y@0.44 r0-x@0.99 r1+y@1.24 r0-y@1.70 r1-x@2.12 x02@2.82 r0+x@2.89 r2+x@2.99 r1-y@2.99 r2+y@3.42 r0+y@4.38 r1+y@8.17 r0-x@9.83
