shot_00.shot	cue=white	aim=351.8	speed=3.36	eng=-7	fol=+10	cue_rms=179	obj_rms=456	pen=0.70	x02@0.44 r2+x@0.81 r0-y@0.98 r0+x@1.15 r2+y@1.56 r0+y@3.00 r2-x@3.68 x01@4.79 r2-y@6.77 r1-x@6.97 r2+x@11.99
shot_01.shot	cue=white	aim=355.3	speed=2.92	eng=-10	fol=+17	cue_rms=207	obj_rms=346	pen=0.00	x02@0.76 r2+x@0.90 r0+x@0.94 r2-y@1.37 r0+y@1.89 x01@5.04 r2-x@5.11 r0-y@5.43 r0-x@5.64 r1-x@5.65 r2+y@5.94
shot_02.shot	cue=white	aim=231.6	speed=2.23	eng=-44	fol=+0	cue_rms=506	obj_rms=518	pen=0.72	x01@0.01 r1-x@0.04 r1-y@0.28 r0-y@0.90 r1+x@2.99 r1+y@3.34 x01@6.55 r0-y@7.99
shot_03.shot	cue=yellow	aim=159.2	speed=2.71	eng=-17	fol=-14	cue_rms=149	obj_rms=100	pen=0.02	x01@0.31 r0-x@0.43 r1-x@0.69 r1+y@0.99 r0-y@1.32 r0+x@3.40 r1-y@3.86 r0+y@4.84 x01@8.46
shot_04.shot	cue=white	aim=276.1	speed=2.08	eng=-43	fol=-18	cue_rms=98	obj_rms=190	pen=0.02	x01@0.22 r1-y@0.33 r0-y@0.43 r1-x@1.00 r0+x@2.70 r1+y@2.73 r0+y@3.32 x02@4.55 x12@5.66 r1-y@8.05
shot_05.shot	cue=white	aim=271.3	speed=3.15	eng=-34	fol=-25	cue_rms=172	obj_rms=156	pen=0.08	x01@0.21 r1-y@0.23 r0-y@0.27 r0+x@1.02 r0+y@1.54 r1+y@1.56 r1-x@2.71 r0-y@3.47 x02@3.89 x12@4.22 r0-x@4.46 x01@5.07 r1-y@6.16
shot_06.shot	cue=white	aim=337.5	speed=2.61	eng=-32	fol=-18	cue_rms=77	obj_rms=210	pen=0.00	x02@0.09 r2-y@0.27 r0+x@1.71 r2+y@1.93 r0+y@2.20 x01@4.97 r2-y@5.38 r1-x@5.89 r0-y@5.93 x01@7.05 r1-y@7.45
shot_08.shot	cue=yellow	aim=151.0	speed=6.44	eng=+17	fol=-0	cue_rms=363	obj_rms=1251	pen=3.72	x01@0.04 r1-x@0.11 x01@0.20 x12@0.45 r0+y@0.46 r2-y@0.51 x12@0.69 r0-y@0.97 r0+x@1.37 r0+y@1.78 x01@1.85 r2+x@1.99 x02@2.12 r0+x@2.26 r0+y@2.37 r1+y@2.39 r0-y@6.48 r2-x@7.42
shot_09.shot	cue=white	aim=96.1	speed=1.82	eng=+2	fol=-6	cue_rms=45	obj_rms=106	pen=0.07	x02@0.11 r0+y@0.81 r0-x@1.61 r0-y@2.81 x01@3.54 r0+y@9.05
shot_10.shot	cue=yellow	aim=71.9	speed=2.12	eng=-17	fol=-16	cue_rms=41	obj_rms=71	pen=0.02	x01@0.56 r0+y@0.69 r1+y@0.83 r0-x@2.03 r0-y@3.09 x02@5.16 r1+x@5.22
shot_100.shot	cue=yellow	aim=301.8	speed=1.89	eng=+19	fol=+27	cue_rms=53	obj_rms=95	pen=0.00	r0-y@0.51 x02@1.62 x12@1.76 r0+x@2.06 r2+y@2.36 r1+y@2.46 r2+x@2.93 r0+y@3.66
shot_101.shot	cue=white	aim=179.2	speed=2.01	eng=-29	fol=+26	cue_rms=112	obj_rms=128	pen=0.02	x01@0.24 r0+y@0.50 r0-x@1.62 r1-y@2.56 r0-y@3.31 r0+x@5.43 x02@5.53 r2+y@7.13
shot_103.shot	cue=white	aim=171.4	speed=3.31	eng=-19	fol=-15	cue_rms=77	obj_rms=180	pen=0.00	x01@0.71 r1-x@0.80 r0-x@0.85 r1+y@0.94 r0-y@1.87 r1-y@3.42 x02@4.17 r1+x@4.61 r2+x@4.65 r0+y@4.88 x02@5.20 r2+y@5.23
shot_104.shot	cue=yellow	aim=81.4	speed=3.31	eng=-46	fol=+18	cue_rms=174	obj_rms=300	pen=0.00	x02@0.29 r2+y@0.36 r0+y@0.47 r2+x@0.93 r2-y@1.36 r0-x@2.10 r0-y@2.84 r2+y@3.14 r2-x@6.02 r0+x@6.79 r0+y@7.16
